Id,SalePrice
1461,119078.783757556
1462,154110.31537981558
1463,183362.11111820748
1464,196521.96697330743
1465,191671.4994300109
1466,171311.70815460733
1467,174077.15261269314
1468,167209.92344909275
1469,191789.5655279681
1470,125467.9984518814
1471,183392.0864893896
1472,98320.24351142158
1473,96219.70663949722
1474,148608.2784972725
1475,118768.65449383804
1476,374104.8545625304
1477,249317.8251092545
1478,317651.7740098516
1479,324926.0753608462
1480,480531.6187542102
1481,334436.66766836273
1482,227275.62687563314
1483,168229.17192066752
1484,172214.25779305305
1485,194093.06435863403
1486,192691.941682563
1487,328105.35586911393
1488,231103.3008687058
1489,193839.83186459518
1490,223521.1838858779
1491,193089.92004341434
1492,85262.39490875018
1493,191356.24300222012
1494,279201.69343327906
1495,278437.19058609795
1496,235223.410245632
1497,174058.8964635874
1498,176403.99412705714
1499,166879.63994265883
1500,158081.98035922355
1501,171334.16713895948
1502,155371.72209130035
1503,277779.1321402525
1504,239921.50373603695
1505,224988.29926484844
1506,191848.3238922144
1507,240846.52910775828
1508,198288.87113590134
1509,171574.91855271882
1510,144108.5445466004
1511,141046.75590336986
1512,163111.32475772477
1513,150648.13183473566
1514,135286.7280313994
1515,202130.36305220908
1516,143464.7552661171
1517,154763.81760541466
1518,126970.00969035109
1519,203844.21066480753
1520,132671.91722339892
1521,132103.91543449086
1522,167992.39934231574
1523,113589.44787492687
1524,123638.43976540439
1525,119837.4607809562
1526,111766.86270491345
1527,103431.71356425658
1528,130990.10601335386
1529,156729.57148092298
1530,183503.87159455373
1531,116214.15809557936
1532,93857.04192539101
1533,137822.37375327502
1534,119592.52853201024
1535,147073.53829500318
1536,109852.0421773447
1537,70500.78100593213
1538,142613.83959378593
1539,196266.15204623356
1540,84352.06062600944
1541,149789.211928119
1542,136558.07407033315
1543,201295.94052285893
1544,77116.02261699204
1545,109396.84281687369
1546,139815.43922476
1547,137231.52778694412
1548,134183.99167889205
1549,119503.5427633277
1550,135704.97732402652
1551,101653.58298933908
1552,139012.1672822343
1553,137981.29884871282
1554,117447.12156642124
1555,164528.93142560596
1556,90820.76841738308
1557,96476.13611500326
1558,101061.04314638025
1559,92289.8189844136
1560,135859.8743157973
