Id,SalePrice
1461,127254.01498609855
1462,135281.97853578837
1463,176691.95558784172
1464,195355.55936010554
1465,221026.80340482102
1466,202391.82913558747
1467,176691.95558784172
1468,195355.55936010554
1469,123820.28363208385
1470,108398.17491016343
1471,179568.60103011274
1472,108431.64670505442
1473,118312.68687580002
1474,129617.19786648928
1475,108891.4144122422
1476,372467.7347729825
1477,272299.9229332465
1478,350108.0804584519
1479,288892.5508476493
1480,369066.2344532596
1481,339907.0989177242
1482,204965.5698841766
1483,177529.24472185218
1484,180329.93583315803
1485,195355.55936010554
1486,195355.55936010554
1487,295014.5883771822
1488,205792.4453032279
1489,263291.48491654795
1490,206056.89010040925
1491,223714.5533008536
1492,121622.82734744296
1493,189974.97351003528
1494,282330.921772145
1495,310587.17358502577
1496,261981.54982798215
1497,168245.79000831672
1498,175649.00953573943
1499,175649.00953573943
1500,175649.00953573943
1501,185883.59134918355
1502,179416.63443024212
1503,202268.7433967064
1504,232186.26709787184
1505,205792.4453032279
1506,198066.06871311227
1507,246836.64296592932
1508,219021.01230110385
1509,167682.16483351725
1510,146862.22305074945
1511,263178.26678214077
1512,140895.24307093635
1513,185561.46902506604
1514,185676.87045914843
1515,149367.75154704056
1516,133200.57604883632
1517,129335.41747305065
1518,158334.87899773786
1519,215704.65766002247
1520,148943.6255377015
1521,148943.6255377015
1522,132242.68385011607
1523,124598.1142573769
1524,111516.90039586902
1525,128211.90718481879
1526,127254.01498609855
1527,99031.41064186762
1528,127254.01498609855
1529,142641.14175431256
1530,163987.2907476739
1531,258358.75041238184
1532,144690.5258535246
1533,125920.42772796971
1534,117068.96329231329
1535,131836.32165998613
1536,120894.69436277502
1537,115906.02549875747
1538,134804.76806584295
1539,131836.32165998613
1540,141293.77324096937
1541,125920.42772796971
1542,152336.19795289738
1543,185449.62374177354
1544,76030.20309346616
1545,122228.28162090386
1546,129586.78312139444
1547,149680.2972241757
1548,132242.68385011607
1549,159230.61556023356
1550,141781.99258006673
1551,115906.02549875747
1552,143053.4034244348
1553,173247.04081930808
1554,120894.69436277502
1555,185561.46902506604
1556,211645.00752387056
1557,116960.48577774785
1558,129335.41747305065
1559,191142.78916251464
1560,143720.4435907295
1561,145675.23436045405
1562,126805.23835676916
1563,114554.77668677924
1564,166522.26966171313
1565,147097.4544075684
1566,145696.08769748948
1567,106101.75192242124
1568,219018.85521340996
1569,149377.31150906222
1570,121375.56213015434
1571,146018.4017845755
1572,146974.66293346908
1573,158931.02542113385
1574,134425.1259000077
1575,124323.31292753648
1576,222167.4979758252
1577,193059.1127384041
1578,136799.76942863248
1579,123126.2014339076
1580,220358.14488397192
1581,126709.93148942382
1582,127254.01498609855
1583,229681.53328066668
1584,273911.7725317518
1585,167779.87812666493
1586,118555.53616192644
1587,130402.30161784915
1588,158045.60173187568
1589,100352.43759821876
1590,118555.53616192644
1591,114843.19512460439
1592,120664.93514872272
1593,112474.79259458925
1594,150274.51803388426
1595,200295.67595529245
1596,192925.25874930422
1597,149261.79801397963
1598,206910.44063884055
1599,117808.82333893006
1600,129335.41747305065
1601,86656.10411951719
1602,106778.40230763025
1603,106095.64481872361
1604,280124.09930444084
1605,210939.55031668057
1606,132242.68385011607
1607,185561.46902506604
1608,199334.3024940778
1609,242808.57155269076
1610,256736.11212433196
1611,149367.75154704056
1612,219737.12264966586
1613,206962.11966549285
1614,101862.63425535592
1615,101866.05847864298
1616,101866.05847864298
1617,106274.35038525086
1618,127254.01498609855
1619,127254.01498609855
1620,346345.354692847
1621,134718.36694168043
1622,189771.98948117497
1623,134718.36694168043
1624,213284.5878575755
1625,129335.41747305065
1626,163987.2907476739
1627,202391.82913558747
1628,254370.91283511117
1629,197100.13657781656
1630,308444.6437044383
1631,223971.3435560026
1632,223764.31554653822
1633,195355.55936010554
1634,197100.13657781656
1635,195355.55936010554
1636,128292.20808934572
1637,128292.20808934572
1638,192099.08873329917
1639,220765.58951881487
1640,211924.6418714021
1641,214313.0547267245
1642,233930.84431558286
1643,233747.22330160407
1644,239362.15623760264
1645,191940.70639044157
1646,161439.51418128164
1647,136495.6644602815
1648,142976.6455578884
1649,134324.08633706812
1650,127254.01498609855
1651,124628.52900247174
1652,108431.64670505442
1653,108431.64670505442
1654,148964.2538319014
1655,119066.6505260545
1656,132242.68385011607
1657,149367.75154704056
1658,164219.28442425112
1659,127254.01498609855
1660,259041.8461284547
1661,369066.2344532596
1662,289516.308345169
1663,291505.85767379426
1664,354085.5111096397
1665,285538.87769398117
1666,348097.56240638916
1667,386556.70789175876
1668,288892.5508476493
1669,200523.5311194653
1670,352829.29797403904
1671,358693.2613851379
1672,482891.1184303793
1673,372467.7347729825
1674,204965.5698841766
1675,204965.5698841766
1676,200493.6454269147
1677,204965.5698841766
1678,349505.269659686
1679,358693.2613851379
1680,283559.6158968865
1681,291887.23215445876
1682,296787.1465708051
1683,200212.72295278008
1684,201077.5672290043
1685,195355.55936010554
1686,175858.01137589614
1687,176691.95558784172
1688,195355.55936010554
1689,195355.55936010554
1690,197721.15881212262
1691,195355.55936010554
1692,208255.7925466863
1693,195355.55936010554
1694,195355.55936010554
1695,201933.19981462965
1696,216729.86121669965
1697,195355.55936010554
1698,376842.31775239605
1699,320227.7230541101
1700,313661.6723740903
1701,311208.1958193319
1702,232186.26709787184
1703,233747.22330160407
1704,233930.84431558286
1705,234013.14211127211
1706,320753.07394693396
1707,209700.72280358023
1708,239897.82429539596
1709,232186.26709787184
1710,205792.4453032279
1711,247058.46565641588
1712,253925.12912293183
1713,247242.08667039467
1714,207873.84779017995
1715,207873.84779017995
1716,192723.60893482825
1717,193059.1127384041
1718,169145.7415867688
1719,225531.55924661443
1720,195140.51522535615
1721,134718.36694168043
1722,173617.6660440307
1723,134718.36694168043
1724,193059.1127384041
1725,222167.4979758252
1726,193059.1127384041
1727,188587.1882811422
1728,193059.1127384041
1729,162674.30061900147
1730,134988.12669302322
1731,128886.64084372125
